id_territorio;tipo_territorio;nombre_territorio;municipio;ciudad;barrio;valor_IST
Abrera 1 (Nord, Est i Oest);Agrupación Censal;Abrera 1 (Nord, Est i Oest);Abrera;Abrera;Nord, Est i Oest;116.2
Abrera 2 (Centre i Sud);Agrupación Censal;Abrera 2 (Centre i Sud);Abrera;Abrera;Centre i Sud;102.7
Ametlla del Vallès, l';Agrupación Censal;Ametlla del Vallès, l';Ametlla del Vallès;L'Ametlla del Vallès;L'Ametlla del Vallès;120.1
Arenys de Mar 1 (Nord-est);Agrupación Censal;Arenys de Mar 1 (Nord-est);Arenys de Mar;Arenys de Mar;Nord-est;106.3
Arenys de Mar 2 (Sud-oest);Agrupación Censal;Arenys de Mar 2 (Sud-oest);Arenys de Mar;Arenys de Mar;Sud-oest;104.7
Badalona 1 (Centre);Agrupación Censal;Badalona 1 (Centre);Badalona;Badalona;Centre;121.9
Badalona 2 (Coll i Pujol - Dalt la Vila);Agrupación Censal;Badalona 2 (Coll i Pujol - Dalt la Vila);Badalona;Badalona;Coll i Pujol - Dalt la Vila;116.9
Badalona 3 (Raval - Can Claris);Agrupación Censal;Badalona 3 (Raval - Can Claris);Badalona;Badalona;Raval - Can Claris;105.4
Badalona 4 (Progrés - sector Plaça de Pep Ventura);Agrupación Censal;Badalona 4 (Progrés - sector Plaça de Pep Ventura);Badalona;Badalona;Progrés - sector Plaça de Pep Ventura;111.1
Badalona 5 (Progrés - sector Pont del Petroli);Agrupación Censal;Badalona 5 (Progrés - sector Pont del Petroli);Badalona;Badalona;Progrés - sector Pont del Petroli;117.9
Badalona 6 (Gorg - Congrés);Agrupación Censal;Badalona 6 (Gorg - Congrés);Badalona;Badalona;Gorg - Congrés;94.0
Badalona 7 (Sant Roc Sud-est - la Mora - el Remei);Agrupación Censal;Badalona 7 (Sant Roc Sud-est - la Mora - el Remei);Badalona;Badalona;Sant Roc Sud-est - la Mora - el Remei;74.3
Badalona 8 (Sant Roc Est - sector Plaça Roja);Agrupación Censal;Badalona 8 (Sant Roc Est - sector Plaça Roja);Badalona;Badalona;Sant Roc Est - sector Plaça Roja;61.3
Badalona 9 (Sant Roc Oest - sector Plaça de Camarón de la Isla);Agrupación Censal;Badalona 9 (Sant Roc Oest - sector Plaça de Camarón de la Isla);Badalona;Badalona;Sant Roc Oest - sector Plaça de Camarón de la Isla;51.6
Badalona 10 (Artigas);Agrupación Censal;Badalona 10 (Artigas);Badalona;Badalona;Artigas;72.9
Badalona 11 (Sant Mori de Llefià - sector Carrer de Guasch);Agrupación Censal;Badalona 11 (Sant Mori de Llefià - sector Carrer de Guasch);Badalona;Badalona;Sant Mori de Llefià - sector Carrer de Guasch;89.1
Badalona 12 (Sant Mori de Llefià - sector Carretera Antiga de València);Agrupación Censal;Badalona 12 (Sant Mori de Llefià - sector Carretera Antiga de València);Badalona;Badalona;Sant Mori de Llefià - sector Carretera Antiga de València;84.0
Badalona 13 (Sant Antoni de Llefià);Agrupación Censal;Badalona 13 (Sant Antoni de Llefià);Badalona;Badalona;Sant Antoni de Llefià;82.8
Badalona 14 (Sant Joan de Llefià);Agrupación Censal;Badalona 14 (Sant Joan de Llefià);Badalona;Badalona;Sant Joan de Llefià;81.6
Badalona 15 (la Salut Nord - sector Grup Verge de la Salut);Agrupación Censal;Badalona 15 (la Salut Nord - sector Grup Verge de la Salut);Badalona;Badalona;la Salut Nord - sector Grup Verge de la Salut;74.1
Badalona 16 (la Salut Centre);Agrupación Censal;Badalona 16 (la Salut Centre);Badalona;Badalona;la Salut Centre;69.1
Badalona 17 (la Salut Sud - sector Mercat de la Salut);Agrupación Censal;Badalona 17 (la Salut Sud - sector Mercat de la Salut);Badalona;Badalona;la Salut Sud - sector Mercat de la Salut;77.0
Badalona 18 (Sistrells);Agrupación Censal;Badalona 18 (Sistrells);Badalona;Badalona;Sistrells;88.3
Badalona 19 (la Pau);Agrupación Censal;Badalona 19 (la Pau);Badalona;Badalona;la Pau;71.0
Badalona 20 (Puigfred);Agrupación Censal;Badalona 20 (Puigfred);Badalona;Badalona;Puigfred;92.4
Badalona 21 (Montigalà);Agrupación Censal;Badalona 21 (Montigalà);Badalona;Badalona;Montigalà;106.6
Badalona 22 (Lloreda);Agrupación Censal;Badalona 22 (Lloreda);Badalona;Badalona;Lloreda;98.3
Badalona 23 (Nova Lloreda);Agrupación Censal;Badalona 23 (Nova Lloreda);Badalona;Badalona;Nova Lloreda;104.8
Badalona 24 (Sant Crist de Can Cabanyes);Agrupación Censal;Badalona 24 (Sant Crist de Can Cabanyes);Badalona;Badalona;Sant Crist de Can Cabanyes;85.9
Badalona 25 (Bufalà Oest - sector Can Barriga);Agrupación Censal;Badalona 25 (Bufalà Oest - sector Can Barriga);Badalona;Badalona;Bufalà Oest - sector Can Barriga;115.6
Badalona 26 (Bufalà Nord - Bonavista);Agrupación Censal;Badalona 26 (Bufalà Nord - Bonavista);Badalona;Badalona;Bufalà Nord - Bonavista;105.5
Badalona 27 (Bufalà Sud - sector Can Boscà);Agrupación Censal;Badalona 27 (Bufalà Sud - sector Can Boscà);Badalona;Badalona;Bufalà Sud - sector Can Boscà;107.3
Badalona 28 (Morera);Agrupación Censal;Badalona 28 (Morera);Badalona;Badalona;Morera;109.8
Badalona 29 (Canyet - Mas Ram - Pomar de Dalt - Pomar);Agrupación Censal;Badalona 29 (Canyet - Mas Ram - Pomar de Dalt - Pomar);Badalona;Badalona;Canyet - Mas Ram - Pomar de Dalt - Pomar;93.9
Badalona 30 (Casagemes - Canyadó - Manresà - les Guixeres);Agrupación Censal;Badalona 30 (Casagemes - Canyadó - Manresà - les Guixeres);Badalona;Badalona;Casagemes - Canyadó - Manresà - les Guixeres;118.6
Barcelona 1 (el Liceu i les Drassanes);Agrupación Censal;Barcelona 1 (el Liceu i les Drassanes);Barcelona;Barcelona;el Liceu i les Drassanes;78.8
Barcelona 2 (Sant Pau);Agrupación Censal;Barcelona 2 (Sant Pau);Barcelona;Barcelona;Sant Pau;78.9
Barcelona 3 (la Riereta);Agrupación Censal;Barcelona 3 (la Riereta);Barcelona;Barcelona;la Riereta;68.5
Barcelona 4 (el Pedró);Agrupación Censal;Barcelona 4 (el Pedró);Barcelona;Barcelona;el Pedró;77.4
Barcelona 5 (Ponent);Agrupación Censal;Barcelona 5 (Ponent);Barcelona;Barcelona;Ponent;78.9
Barcelona 6 (Tallers i els Àngels);Agrupación Censal;Barcelona 6 (Tallers i els Àngels);Barcelona;Barcelona;Tallers i els Àngels;91.5
Barcelona 7 (Santa Anna, el Pi i la Plaça Reial);Agrupación Censal;Barcelona 7 (Santa Anna, el Pi i la Plaça Reial);Barcelona;Barcelona;Santa Anna, el Pi i la Plaça Reial;96.8
Barcelona 8 (la Ciutat Romana i la Mercè);Agrupación Censal;Barcelona 8 (la Ciutat Romana i la Mercè);Barcelona;Barcelona;la Ciutat Romana i la Mercè;66.8
Barcelona 9 (l'Escullera i l'Hospital del Mar);Agrupación Censal;Barcelona 9 (l'Escullera i l'Hospital del Mar);Barcelona;Barcelona;l'Escullera i l'Hospital del Mar;96.4
Barcelona 10 (Sant Miquel del Port);Agrupación Censal;Barcelona 10 (Sant Miquel del Port);Barcelona;Barcelona;Sant Miquel del Port;97.3
Barcelona 11 (la Ribera);Agrupación Censal;Barcelona 11 (la Ribera);Barcelona;Barcelona;la Ribera;105.7
Barcelona 12 (Santa Caterina);Agrupación Censal;Barcelona 12 (Santa Caterina);Barcelona;Barcelona;Santa Caterina;95.9
Barcelona 13 (Sant Pere);Agrupación Censal;Barcelona 13 (Sant Pere);Barcelona;Barcelona;Sant Pere;104.2
Barcelona 14 (el Portal Nou);Agrupación Censal;Barcelona 14 (el Portal Nou);Barcelona;Barcelona;el Portal Nou;102.4
Barcelona 15 (el Fort Pienc);Agrupación Censal;Barcelona 15 (el Fort Pienc);Barcelona;Barcelona;el Fort Pienc;105.9
Barcelona 16 (els Encants, l'Auditori i el Teatre);Agrupación Censal;Barcelona 16 (els Encants, l'Auditori i el Teatre);Barcelona;Barcelona;els Encants, l'Auditori i el Teatre;110.3
Barcelona 17 (la Monumental);Agrupación Censal;Barcelona 17 (la Monumental);Barcelona;Barcelona;la Monumental;114.4
Barcelona 18 (els Enamorats);Agrupación Censal;Barcelona 18 (els Enamorats);Barcelona;Barcelona;els Enamorats;110.2
Barcelona 19 (el Poblet);Agrupación Censal;Barcelona 19 (el Poblet);Barcelona;Barcelona;el Poblet;111.6
Barcelona 20 (la Damm);Agrupación Censal;Barcelona 20 (la Damm);Barcelona;Barcelona;la Damm;113.0
Barcelona 21 (els Jardins de la Indústria);Agrupación Censal;Barcelona 21 (els Jardins de la Indústria);Barcelona;Barcelona;els Jardins de la Indústria;110.6
Barcelona 22 (la Sagrada Família);Agrupación Censal;Barcelona 22 (la Sagrada Família);Barcelona;Barcelona;la Sagrada Família;110.8
Barcelona 23 (Verdaguer);Agrupación Censal;Barcelona 23 (Verdaguer);Barcelona;Barcelona;Verdaguer;120.6
Barcelona 24 (la Concepció);Agrupación Censal;Barcelona 24 (la Concepció);Barcelona;Barcelona;la Concepció;122.7
Barcelona 25 (el Carlit);Agrupación Censal;Barcelona 25 (el Carlit);Barcelona;Barcelona;el Carlit;117.7
Barcelona 26 (Catalunya i els Dominics);Agrupación Censal;Barcelona 26 (Catalunya i els Dominics);Barcelona;Barcelona;Catalunya i els Dominics;119.6
Barcelona 27 (el Quadrat d'Or i la Torre de les Aigües);Agrupación Censal;Barcelona 27 (el Quadrat d'Or i la Torre de les Aigües);Barcelona;Barcelona;el Quadrat d'Or i la Torre de les Aigües;121.3
Barcelona 28 (els Camps Elisis i el Cinc d'Oros);Agrupación Censal;Barcelona 28 (els Camps Elisis i el Cinc d'Oros);Barcelona;Barcelona;els Camps Elisis i el Cinc d'Oros;123.3
Barcelona 29 (Sant Miquel);Agrupación Censal;Barcelona 29 (Sant Miquel);Barcelona;Barcelona;Sant Miquel;121.6
Barcelona 30 (Letamendi i la Universitat);Agrupación Censal;Barcelona 30 (Letamendi i la Universitat);Barcelona;Barcelona;Letamendi i la Universitat;113.4
Barcelona 31 (Sant Josep Oriol);Agrupación Censal;Barcelona 31 (Sant Josep Oriol);Barcelona;Barcelona;Sant Josep Oriol;115.6
Barcelona 32 (el Ninot);Agrupación Censal;Barcelona 32 (el Ninot);Barcelona;Barcelona;el Ninot;117.8
Barcelona 33 (el Clínic);Agrupación Censal;Barcelona 33 (el Clínic);Barcelona;Barcelona;el Clínic;118.1
Barcelona 34 (el Pilar);Agrupación Censal;Barcelona 34 (el Pilar);Barcelona;Barcelona;el Pilar;124.6
Barcelona 35 (l'Escola Industrial);Agrupación Censal;Barcelona 35 (l'Escola Industrial);Barcelona;Barcelona;l'Escola Industrial;120.3
Barcelona 36 (les Editorials);Agrupación Censal;Barcelona 36 (les Editorials);Barcelona;Barcelona;les Editorials;119.5
Barcelona 37 (la Model);Agrupación Censal;Barcelona 37 (la Model);Barcelona;Barcelona;la Model;115.0
Barcelona 38 (Sant Llorenç);Agrupación Censal;Barcelona 38 (Sant Llorenç);Barcelona;Barcelona;Sant Llorenç;116.7
Barcelona 39 (els Llorers);Agrupación Censal;Barcelona 39 (els Llorers);Barcelona;Barcelona;els Llorers;114.4
Barcelona 40 (la Casa Golferics);Agrupación Censal;Barcelona 40 (la Casa Golferics);Barcelona;Barcelona;la Casa Golferics;112.7
Barcelona 41 (l'Escorxador);Agrupación Censal;Barcelona 41 (l'Escorxador);Barcelona;Barcelona;l'Escorxador;113.9
Barcelona 42 (Mistral);Agrupación Censal;Barcelona 42 (Mistral);Barcelona;Barcelona;Mistral;110.5
Barcelona 43 (els Salesians);Agrupación Censal;Barcelona 43 (els Salesians);Barcelona;Barcelona;els Salesians;113.5
Barcelona 44 (el Price);Agrupación Censal;Barcelona 44 (el Price);Barcelona;Barcelona;el Price;113.4
Barcelona 45 (el Mercat de Sant Antoni);Agrupación Censal;Barcelona 45 (el Mercat de Sant Antoni);Barcelona;Barcelona;el Mercat de Sant Antoni;109.8
Barcelona 46 (els Tres Tombs);Agrupación Censal;Barcelona 46 (els Tres Tombs);Barcelona;Barcelona;els Tres Tombs;108.6
Barcelona 47 (la França Xica);Agrupación Censal;Barcelona 47 (la França Xica);Barcelona;Barcelona;la França Xica;100.6
Barcelona 48 (Santa Madrona, la Satàlia i Montjuïc);Agrupación Censal;Barcelona 48 (Santa Madrona, la Satàlia i Montjuïc);Barcelona;Barcelona;Santa Madrona, la Satàlia i Montjuïc;95.5
Barcelona 49 (les Hortes de Sant Bertran);Agrupación Censal;Barcelona 49 (les Hortes de Sant Bertran);Barcelona;Barcelona;les Hortes de Sant Bertran;99.0
Barcelona 50 (Sant Cristòfol i la Marina del Prat Vermell);Agrupación Censal;Barcelona 50 (Sant Cristòfol i la Marina del Prat Vermell);Barcelona;Barcelona;Sant Cristòfol i la Marina del Prat Vermell;99.5
Barcelona 51 (la Mare de Déu de Port, Can Clos i el Polvorí);Agrupación Censal;Barcelona 51 (la Mare de Déu de Port, Can Clos i el Polvorí);Barcelona;Barcelona;la Mare de Déu de Port, Can Clos i el Polvorí;89.0
Barcelona 52 (Can Sabater);Agrupación Censal;Barcelona 52 (Can Sabater);Barcelona;Barcelona;Can Sabater;98.7
Barcelona 53 (la Font de la Guatlla);Agrupación Censal;Barcelona 53 (la Font de la Guatlla);Barcelona;Barcelona;la Font de la Guatlla;104.1
Barcelona 54 (l'Alcaldia d'Hostafrancs);Agrupación Censal;Barcelona 54 (l'Alcaldia d'Hostafrancs);Barcelona;Barcelona;l'Alcaldia d'Hostafrancs;107.5
Barcelona 55 (l'Àngel Custodi);Agrupación Censal;Barcelona 55 (l'Àngel Custodi);Barcelona;Barcelona;l'Àngel Custodi;101.8
Barcelona 56 (Sant Medir);Agrupación Censal;Barcelona 56 (Sant Medir);Barcelona;Barcelona;Sant Medir;109.1
Barcelona 57 (Can Batlló);Agrupación Censal;Barcelona 57 (Can Batlló);Barcelona;Barcelona;Can Batlló;106.5
Barcelona 58 (l'Olivereta);Agrupación Censal;Barcelona 58 (l'Olivereta);Barcelona;Barcelona;l'Olivereta;100.8
Barcelona 59 (Badal);Agrupación Censal;Barcelona 59 (Badal);Barcelona;Barcelona;Badal;108.6
Barcelona 60 (Can Mantega);Agrupación Censal;Barcelona 60 (Can Mantega);Barcelona;Barcelona;Can Mantega;114.3
Barcelona 61 (el Mercat Nou);Agrupación Censal;Barcelona 61 (el Mercat Nou);Barcelona;Barcelona;el Mercat Nou;104.6
Barcelona 62 (Santa Maria de Sants);Agrupación Censal;Barcelona 62 (Santa Maria de Sants);Barcelona;Barcelona;Santa Maria de Sants;87.7
Barcelona 63 (l'Olivera Rodona i l'Espanya Industrial);Agrupación Censal;Barcelona 63 (l'Olivera Rodona i l'Espanya Industrial);Barcelona;Barcelona;l'Olivera Rodona i l'Espanya Industrial;112.3
Barcelona 64 (Can Novell - Plaça del Centre);Agrupación Censal;Barcelona 64 (Can Novell - Plaça del Centre);Barcelona;Barcelona;Can Novell - Plaça del Centre;116.6
Barcelona 65 (les Infantes i la Colònia Castells);Agrupación Censal;Barcelona 65 (les Infantes i la Colònia Castells);Barcelona;Barcelona;les Infantes i la Colònia Castells;121.8
Barcelona 66 (Loreto i el Camp de la Creu);Agrupación Censal;Barcelona 66 (Loreto i el Camp de la Creu);Barcelona;Barcelona;Loreto i el Camp de la Creu;126.1
Barcelona 67 (les Corts Noves, Can Rosés, Can Feu i Can Batllori);Agrupación Censal;Barcelona 67 (les Corts Noves, Can Rosés, Can Feu i Can Batllori);Barcelona;Barcelona;les Corts Noves, Can Rosés, Can Feu i Can Batllori;125.1
Barcelona 68 (les Corts Velles);Agrupación Censal;Barcelona 68 (les Corts Velles);Barcelona;Barcelona;les Corts Velles;125.6
Barcelona 69 (el Sòl de Baix);Agrupación Censal;Barcelona 69 (el Sòl de Baix);Barcelona;Barcelona;el Sòl de Baix;114.9
Barcelona 70 (Sant Ramon i la Torre Melina);Agrupación Censal;Barcelona 70 (Sant Ramon i la Torre Melina);Barcelona;Barcelona;Sant Ramon i la Torre Melina;119.0
Barcelona 71 (Can Bacardí, Collblanc, la Maternitat i Bederrida);Agrupación Censal;Barcelona 71 (Can Bacardí, Collblanc, la Maternitat i Bederrida);Barcelona;Barcelona;Can Bacardí, Collblanc, la Maternitat i Bederrida;114.4
Barcelona 72 (la Font dels Ocellets i Santa Gemma);Agrupación Censal;Barcelona 72 (la Font dels Ocellets i Santa Gemma);Barcelona;Barcelona;la Font dels Ocellets i Santa Gemma;131.8
Barcelona 73 (Pedralbes, la Mercè i el Palau Reial);Agrupación Censal;Barcelona 73 (Pedralbes, la Mercè i el Palau Reial);Barcelona;Barcelona;Pedralbes, la Mercè i el Palau Reial;123.8
Barcelona 74 (les Planes, Vallvidrera, el Tibidabo i els barris de Muntanya de Sarrià);Agrupación Censal;Barcelona 74 (les Planes, Vallvidrera, el Tibidabo i els barris de Muntanya de Sarrià);Barcelona;Barcelona;les Planes, Vallvidrera, el Tibidabo i els barris de Muntanya de Sarrià;121.0
Barcelona 75 (Sarrià Vell);Agrupación Censal;Barcelona 75 (Sarrià Vell);Barcelona;Barcelona;Sarrià Vell;127.5
Barcelona 76 (els Caputxins, Can Ponsic i Santa Amèlia);Agrupación Censal;Barcelona 76 (els Caputxins, Can Ponsic i Santa Amèlia);Barcelona;Barcelona;els Caputxins, Can Ponsic i Santa Amèlia;130.9
Barcelona 77 (Can Ràbia i la Nena Cases);Agrupación Censal;Barcelona 77 (Can Ràbia i la Nena Cases);Barcelona;Barcelona;Can Ràbia i la Nena Cases;133.4
Barcelona 78 (les Tres Torres);Agrupación Censal;Barcelona 78 (les Tres Torres);Barcelona;Barcelona;les Tres Torres;133.9
Barcelona 79 (la Bonanova, la Torre Vilana i l'Avinguda del Tibidabo);Agrupación Censal;Barcelona 79 (la Bonanova, la Torre Vilana i l'Avinguda del Tibidabo);Barcelona;Barcelona;la Bonanova, la Torre Vilana i l'Avinguda del Tibidabo;131.0
Barcelona 80 (Sant Gervasi de Cassoles);Agrupación Censal;Barcelona 80 (Sant Gervasi de Cassoles);Barcelona;Barcelona;Sant Gervasi de Cassoles;124.7
Barcelona 81 (Mandri);Agrupación Censal;Barcelona 81 (Mandri);Barcelona;Barcelona;Mandri;131.0
Barcelona 82 (Can Castelló, Modolell i Can Ballescar);Agrupación Censal;Barcelona 82 (Can Castelló, Modolell i Can Ballescar);Barcelona;Barcelona;Can Castelló, Modolell i Can Ballescar;133.5
Barcelona 83 (el Turó Parc);Agrupación Censal;Barcelona 83 (el Turó Parc);Barcelona;Barcelona;el Turó Parc;130.2
Barcelona 84 (Galvany);Agrupación Censal;Barcelona 84 (Galvany);Barcelona;Barcelona;Galvany;129.0
Barcelona 85 (Tuset);Agrupación Censal;Barcelona 85 (Tuset);Barcelona;Barcelona;Tuset;130.2
Barcelona 86 (Laforja);Agrupación Censal;Barcelona 86 (Laforja);Barcelona;Barcelona;Laforja;126.9
Barcelona 87 (Monterols);Agrupación Censal;Barcelona 87 (Monterols);Barcelona;Barcelona;Monterols;127.8
Barcelona 88 (el Farró);Agrupación Censal;Barcelona 88 (el Farró);Barcelona;Barcelona;el Farró;124.8
Barcelona 89 (el Putxet);Agrupación Censal;Barcelona 89 (el Putxet);Barcelona;Barcelona;el Putxet;124.8
Barcelona 90 (Craywinckel);Agrupación Censal;Barcelona 90 (Craywinckel);Barcelona;Barcelona;Craywinckel;125.3
Barcelona 91 (els Penitents i el Mas Falcó);Agrupación Censal;Barcelona 91 (els Penitents i el Mas Falcó);Barcelona;Barcelona;els Penitents i el Mas Falcó;121.7
Barcelona 92 (el Pont de Vallcarca);Agrupación Censal;Barcelona 92 (el Pont de Vallcarca);Barcelona;Barcelona;el Pont de Vallcarca;120.3
Barcelona 93 (Vallcarca - la Farigola);Agrupación Censal;Barcelona 93 (Vallcarca - la Farigola);Barcelona;Barcelona;Vallcarca - la Farigola;113.6
Barcelona 94 (el Coll);Agrupación Censal;Barcelona 94 (el Coll);Barcelona;Barcelona;el Coll;107.9
Barcelona 95 (el Coll del Portell);Agrupación Censal;Barcelona 95 (el Coll del Portell);Barcelona;Barcelona;el Coll del Portell;115.8
Barcelona 96 (Sant Josep de la Muntanya);Agrupación Censal;Barcelona 96 (Sant Josep de la Muntanya);Barcelona;Barcelona;Sant Josep de la Muntanya;119.0
Barcelona 97 (la Plaça Rovira);Agrupación Censal;Barcelona 97 (la Plaça Rovira);Barcelona;Barcelona;la Plaça Rovira;117.9
Barcelona 98 (la Plaça del Nord i Can Trilla);Agrupación Censal;Barcelona 98 (la Plaça del Nord i Can Trilla);Barcelona;Barcelona;la Plaça del Nord i Can Trilla;117.7
Barcelona 99 (la Llibertat i la Riera de Sant Miquel);Agrupación Censal;Barcelona 99 (la Llibertat i la Riera de Sant Miquel);Barcelona;Barcelona;la Llibertat i la Riera de Sant Miquel;120.3
Barcelona 100 (Rius i Taulet);Agrupación Censal;Barcelona 100 (Rius i Taulet);Barcelona;Barcelona;Rius i Taulet;116.6
Barcelona 101 (el Sol, el Diamant, la Virreina i la Revolució);Agrupación Censal;Barcelona 101 (el Sol, el Diamant, la Virreina i la Revolució);Barcelona;Barcelona;el Sol, el Diamant, la Virreina i la Revolució;116.8
Barcelona 102 (l'Abaceria i la Plaça del Raspall);Agrupación Censal;Barcelona 102 (l'Abaceria i la Plaça del Raspall);Barcelona;Barcelona;l'Abaceria i la Plaça del Raspall;115.4
Barcelona 103 (Joanic);Agrupación Censal;Barcelona 103 (Joanic);Barcelona;Barcelona;Joanic;115.0
Barcelona 104 (el Camp d'en Grassot);Agrupación Censal;Barcelona 104 (el Camp d'en Grassot);Barcelona;Barcelona;el Camp d'en Grassot;119.1
Barcelona 105 (la Sedeta);Agrupación Censal;Barcelona 105 (la Sedeta);Barcelona;Barcelona;la Sedeta;118.7
Barcelona 106 (Can Romans);Agrupación Censal;Barcelona 106 (Can Romans);Barcelona;Barcelona;Can Romans;116.9
Barcelona 107 (Ca l'Alegre de Dalt);Agrupación Censal;Barcelona 107 (Ca l'Alegre de Dalt);Barcelona;Barcelona;Ca l'Alegre de Dalt;113.3
Barcelona 108 (els Jardins del Príncep de Girona);Agrupación Censal;Barcelona 108 (els Jardins del Príncep de Girona);Barcelona;Barcelona;els Jardins del Príncep de Girona;112.9
Barcelona 109 (el Mas Casanovas);Agrupación Censal;Barcelona 109 (el Mas Casanovas);Barcelona;Barcelona;el Mas Casanovas;112.0
Barcelona 110 (el Parc de les Aigües);Agrupación Censal;Barcelona 110 (el Parc de les Aigües);Barcelona;Barcelona;el Parc de les Aigües;112.3
Barcelona 111 (Can Baró);Agrupación Censal;Barcelona 111 (Can Baró);Barcelona;Barcelona;Can Baró;107.3
Barcelona 112 (el Parc del Guinardó);Agrupación Censal;Barcelona 112 (el Parc del Guinardó);Barcelona;Barcelona;el Parc del Guinardó;106.8
Barcelona 113 (el Guinardó i l'Hospital de Sant Pau);Agrupación Censal;Barcelona 113 (el Guinardó i l'Hospital de Sant Pau);Barcelona;Barcelona;el Guinardó i l'Hospital de Sant Pau;111.9
Barcelona 114 (Maragall);Agrupación Censal;Barcelona 114 (Maragall);Barcelona;Barcelona;Maragall;108.7
Barcelona 115 (els Quinze);Agrupación Censal;Barcelona 115 (els Quinze);Barcelona;Barcelona;els Quinze;107.6
Barcelona 116 (la Font d'en Fargues i Can Carabassa);Agrupación Censal;Barcelona 116 (la Font d'en Fargues i Can Carabassa);Barcelona;Barcelona;la Font d'en Fargues i Can Carabassa;119.4
Barcelona 117 (l'Alt Carmel i el Turó de la Rovira);Agrupación Censal;Barcelona 117 (l'Alt Carmel i el Turó de la Rovira);Barcelona;Barcelona;l'Alt Carmel i el Turó de la Rovira;91.9
Barcelona 118 (el Baix Carmel);Agrupación Censal;Barcelona 118 (el Baix Carmel);Barcelona;Barcelona;el Baix Carmel;93.7
Barcelona 119 (la Teixonera);Agrupación Censal;Barcelona 119 (la Teixonera);Barcelona;Barcelona;la Teixonera;99.3
Barcelona 120 (Sant Genís dels Agudells);Agrupación Censal;Barcelona 120 (Sant Genís dels Agudells);Barcelona;Barcelona;Sant Genís dels Agudells;99.0
Barcelona 121 (Montbau);Agrupación Censal;Barcelona 121 (Montbau);Barcelona;Barcelona;Montbau;106.1
Barcelona 122 (la Vall d'Hebron i la Clota);Agrupación Censal;Barcelona 122 (la Vall d'Hebron i la Clota);Barcelona;Barcelona;la Vall d'Hebron i la Clota;112.5
Barcelona 123 (l'Eixample d'Horta);Agrupación Censal;Barcelona 123 (l'Eixample d'Horta);Barcelona;Barcelona;l'Eixample d'Horta;107.1
Barcelona 124 (Sant Joan d'Horta);Agrupación Censal;Barcelona 124 (Sant Joan d'Horta);Barcelona;Barcelona;Sant Joan d'Horta;95.3
Barcelona 125 (Sant Marcel i les Franceses);Agrupación Censal;Barcelona 125 (Sant Marcel i les Franceses);Barcelona;Barcelona;Sant Marcel i les Franceses;104.4
Barcelona 126 (Can Cartellà);Agrupación Censal;Barcelona 126 (Can Cartellà);Barcelona;Barcelona;Can Cartellà;104.0
Barcelona 127 (Virrei Amat i la Torre Llobeta);Agrupación Censal;Barcelona 127 (Virrei Amat i la Torre Llobeta);Barcelona;Barcelona;Virrei Amat i la Torre Llobeta;106.1
Barcelona 128 (Can Garrigó);Agrupación Censal;Barcelona 128 (Can Garrigó);Barcelona;Barcelona;Can Garrigó;100.8
Barcelona 129 (la Plaça de Sóller);Agrupación Censal;Barcelona 129 (la Plaça de Sóller);Barcelona;Barcelona;la Plaça de Sóller;101.7
Barcelona 130 (Can Dragó);Agrupación Censal;Barcelona 130 (Can Dragó);Barcelona;Barcelona;Can Dragó;99.8
Barcelona 131 (els Jardins d'Alfàbia);Agrupación Censal;Barcelona 131 (els Jardins d'Alfàbia);Barcelona;Barcelona;els Jardins d'Alfàbia;78.7
Barcelona 132 (el Mercat de la Mercè);Agrupación Censal;Barcelona 132 (el Mercat de la Mercè);Barcelona;Barcelona;el Mercat de la Mercè;88.3
Barcelona 133 (el Turó de la Peira i Can Peguera);Agrupación Censal;Barcelona 133 (el Turó de la Peira i Can Peguera);Barcelona;Barcelona;el Turó de la Peira i Can Peguera;83.9
Barcelona 134 (el Parc Central de Nou Barris);Agrupación Censal;Barcelona 134 (el Parc Central de Nou Barris);Barcelona;Barcelona;el Parc Central de Nou Barris;108.8
Barcelona 135 (la Guineueta);Agrupación Censal;Barcelona 135 (la Guineueta);Barcelona;Barcelona;la Guineueta;98.1
Barcelona 136 (Canyelles);Agrupación Censal;Barcelona 136 (Canyelles);Barcelona;Barcelona;Canyelles;98.8
Barcelona 137 (la Mina de la Ciutat);Agrupación Censal;Barcelona 137 (la Mina de la Ciutat);Barcelona;Barcelona;la Mina de la Ciutat;78.4
Barcelona 138 (les Roquetes);Agrupación Censal;Barcelona 138 (les Roquetes);Barcelona;Barcelona;les Roquetes;77.6
Barcelona 139 (la Plaça de Verdun);Agrupación Censal;Barcelona 139 (la Plaça de Verdun);Barcelona;Barcelona;la Plaça de Verdun;85.9
Barcelona 140 (les Cases de Charlot);Agrupación Censal;Barcelona 140 (les Cases de Charlot);Barcelona;Barcelona;les Cases de Charlot;83.7
Barcelona 141 (Can Borràs);Agrupación Censal;Barcelona 141 (Can Borràs);Barcelona;Barcelona;Can Borràs;91.5
Barcelona 142 (Santa Engràcia);Agrupación Censal;Barcelona 142 (Santa Engràcia);Barcelona;Barcelona;Santa Engràcia;92.1
Barcelona 143 (la Plaça Verda);Agrupación Censal;Barcelona 143 (la Plaça Verda);Barcelona;Barcelona;la Plaça Verda;97.3
Barcelona 144 (la Flor de Neu);Agrupación Censal;Barcelona 144 (la Flor de Neu);Barcelona;Barcelona;la Flor de Neu;90.0
