id_territorio;tipo_territorio;nombre_territorio;municipio;ciudad;barrio;valor_IST
Masnou 3 (Nord-oest), el;Agrupación Censal;Masnou 3 (Nord-oest), el;Masnou;Masnou;Nord-oest;104.2
Mataró 1 (Centre);Agrupación Censal;Mataró 1 (Centre);Mataró;Mataró;Centre;112.3
Mataró 2 (Eixample - Districte Censal 1);Agrupación Censal;Mataró 2 (Eixample - Districte Censal 1);Mataró;Mataró;Eixample - Districte Censal 1;118.0
Mataró 3 (Eixample - Districtes Censals 2 i 3);Agrupación Censal;Mataró 3 (Eixample - Districtes Censals 2 i 3);Mataró;Mataró;Eixample - Districtes Censals 2 i 3;109.9
Mataró 4 (Eixample - Districte Censal 6);Agrupación Censal;Mataró 4 (Eixample - Districte Censal 6);Mataró;Mataró;Eixample - Districte Censal 6;110.1
Mataró 5 (Escorxador - el Palau);Agrupación Censal;Mataró 5 (Escorxador - el Palau);Mataró;Mataró;Escorxador - el Palau;75.8
Mataró 6 (els Molins);Agrupación Censal;Mataró 6 (els Molins);Mataró;Mataró;els Molins;96.1
Mataró 7 (Rocafonda);Agrupación Censal;Mataró 7 (Rocafonda);Mataró;Mataró;Rocafonda;63.5
Mataró 8 (Vista Alegre);Agrupación Censal;Mataró 8 (Vista Alegre);Mataró;Mataró;Vista Alegre;111.4
Mataró 9 (Cirera);Agrupación Censal;Mataró 9 (Cirera);Mataró;Mataró;Cirera;104.4
Mataró 10 (la Llàntia);Agrupación Censal;Mataró 10 (la Llàntia);Mataró;Mataró;la Llàntia;100.1
Mataró 11 (Cerdanyola Nord);Agrupación Censal;Mataró 11 (Cerdanyola Nord);Mataró;Mataró;Cerdanyola Nord;81.7
Mataró 12 (Cerdanyola Sud);Agrupación Censal;Mataró 12 (Cerdanyola Sud);Mataró;Mataró;Cerdanyola Sud;62.9
Mataró 13 (Peremàs);Agrupación Censal;Mataró 13 (Peremàs);Mataró;Mataró;Peremàs;95.6
Mataró 14 (Pla d'en Boet);Agrupación Censal;Mataró 14 (Pla d'en Boet);Mataró;Mataró;Pla d'en Boet;88.2
Molins de Rei 1 (Centre Sud - Canal - Mariona);Agrupación Censal;Molins de Rei 1 (Centre Sud - Canal - Mariona);Molins de Rei;Molins de Rei;Centre Sud - Canal - Mariona;112.3
Molins de Rei 2 (Centre Nord - la Granja);Agrupación Censal;Molins de Rei 2 (Centre Nord - la Granja);Molins de Rei;Molins de Rei;Centre Nord - la Granja;113.8
Molins de Rei 3 (Font dels Casats - Bonavista - la Pau - el Pla);Agrupación Censal;Molins de Rei 3 (Font dels Casats - Bonavista - la Pau - el Pla);Molins de Rei;Molins de Rei;Font dels Casats - Bonavista - la Pau - el Pla;117.9
Mollet del Vallès 1 (Estació de França - Estació del Nord - el Calderí);Agrupación Censal;Mollet del Vallès 1 (Estació de França - Estació del Nord - el Calderí);Mollet del Vallès;Mollet del Vallès;Estació de França - Estació del Nord - el Calderí;86.8
Mollet del Vallès 2 (el Centre - la Riera Seca - la Casilla);Agrupación Censal;Mollet del Vallès 2 (el Centre - la Riera Seca - la Casilla);Mollet del Vallès;Mollet del Vallès;el Centre - la Riera Seca - la Casilla;104.1
Mollet del Vallès 3 (Can Pantiquet - el Tir Olímpic - Lourdes);Agrupación Censal;Mollet del Vallès 3 (Can Pantiquet - el Tir Olímpic - Lourdes);Mollet del Vallès;Mollet del Vallès;Can Pantiquet - el Tir Olímpic - Lourdes;96.6
Mollet del Vallès 4 (la Plana Lledó);Agrupación Censal;Mollet del Vallès 4 (la Plana Lledó);Mollet del Vallès;Mollet del Vallès;la Plana Lledó;75.4
Mollet del Vallès 5 (Can Borrell - Gallecs - Santa Rosa);Agrupación Censal;Mollet del Vallès 5 (Can Borrell - Gallecs - Santa Rosa);Mollet del Vallès;Mollet del Vallès;Can Borrell - Gallecs - Santa Rosa;109.4
Mollet del Vallès 6 (els Col·legis Nous);Agrupación Censal;Mollet del Vallès 6 (els Col·legis Nous);Mollet del Vallès;Mollet del Vallès;els Col·legis Nous;86.6
Montcada i Reixac 1 (Montcada Centre);Agrupación Censal;Montcada i Reixac 1 (Montcada Centre);Montcada i Reixac;Montcada i Reixac;Montcada Centre;100.2
Montcada i Reixac 2 (Reixac - Vallençana - la Ribera);Agrupación Censal;Montcada i Reixac 2 (Reixac - Vallençana - la Ribera);Montcada i Reixac;Montcada i Reixac;Reixac - Vallençana - la Ribera;77.5
Montcada i Reixac 3 (Can Sant Joan - Can Cuiàs);Agrupación Censal;Montcada i Reixac 3 (Can Sant Joan - Can Cuiàs);Montcada i Reixac;Montcada i Reixac;Can Sant Joan - Can Cuiàs;86.8
Montcada i Reixac 4 (Terra Nostra - la Font Pudenta);Agrupación Censal;Montcada i Reixac 4 (Terra Nostra - la Font Pudenta);Montcada i Reixac;Montcada i Reixac;Terra Nostra - la Font Pudenta;98.7
Montcada i Reixac 5 (Mas Rampinyo - Can Pomada - Carrerada - Pla d'en Coll);Agrupación Censal;Montcada i Reixac 5 (Mas Rampinyo - Can Pomada - Carrerada - Pla d'en Coll);Montcada i Reixac;Montcada i Reixac;Mas Rampinyo - Can Pomada - Carrerada - Pla d'en Coll;106.5
Montgat 1 (Barris de Llevant);Agrupación Censal;Montgat 1 (Barris de Llevant);Montgat;Montgat;Barris de Llevant;118.7
Montgat 2 (Barris de Ponent);Agrupación Censal;Montgat 2 (Barris de Ponent);Montgat;Montgat;Barris de Ponent;110.1
Montmeló;Agrupación Censal;Montmeló;Montmeló;Montmeló;Montmeló;101.4
Montornès del Vallès 1 (Nord);Agrupación Censal;Montornès del Vallès 1 (Nord);Montornès del Vallès;Montornès del Vallès;Nord;60.4
Montornès del Vallès 2 (Centre i Sud);Agrupación Censal;Montornès del Vallès 2 (Centre i Sud);Montornès del Vallès;Montornès del Vallès;Centre i Sud;104.2
Olesa de Montserrat 1 (Centre);Agrupación Censal;Olesa de Montserrat 1 (Centre);Olesa de Montserrat;Olesa de Montserrat;Centre;97.3
Olesa de Montserrat 2 (Est);Agrupación Censal;Olesa de Montserrat 2 (Est);Olesa de Montserrat;Olesa de Montserrat;Est;103.4
Olesa de Montserrat 3 (Oest);Agrupación Censal;Olesa de Montserrat 3 (Oest);Olesa de Montserrat;Olesa de Montserrat;Oest;102.3
Palau-solità i Plegamans 1 (Sud);Agrupación Censal;Palau-solità i Plegamans 1 (Sud);Palau-solità i Plegamans;Palau-solità i Plegamans;Sud;111.1
Palau-solità i Plegamans 2 (Nord);Agrupación Censal;Palau-solità i Plegamans 2 (Nord);Palau-solità i Plegamans;Palau-solità i Plegamans;Nord;107.1
Pallejà 1 (Nucli Urbà Nord);Agrupación Censal;Pallejà 1 (Nucli Urbà Nord);Pallejà;Pallejà;Nucli Urbà Nord;107.9
Pallejà 2 (Nucli Urbà Sud - la Magina - Fontpineda);Agrupación Censal;Pallejà 2 (Nucli Urbà Sud - la Magina - Fontpineda);Pallejà;Pallejà;Nucli Urbà Sud - la Magina - Fontpineda;115.4
Parets del Vallès 1 (Sud);Agrupación Censal;Parets del Vallès 1 (Sud);Parets del Vallès;Parets del Vallès;Sud;103.7
Parets del Vallès 2 (Nord);Agrupación Censal;Parets del Vallès 2 (Nord);Parets del Vallès;Parets del Vallès;Nord;108.1
Piera 1 (Exterior i Urbanitzacions);Agrupación Censal;Piera 1 (Exterior i Urbanitzacions);Piera;Piera;Exterior i Urbanitzacions;98.7
Piera 2 (Nucli Urbà);Agrupación Censal;Piera 2 (Nucli Urbà);Piera;Piera;Nucli Urbà;89.5
Pineda de Mar 1 (Litoral Central i Interior);Agrupación Censal;Pineda de Mar 1 (Litoral Central i Interior);Pineda de Mar;Pineda de Mar;Litoral Central i Interior;95.1
Pineda de Mar 2 (Litoral Sud-oest);Agrupación Censal;Pineda de Mar 2 (Litoral Sud-oest);Pineda de Mar;Pineda de Mar;Litoral Sud-oest;85.9
Pineda de Mar 3 (Litoral Nord-est);Agrupación Censal;Pineda de Mar 3 (Litoral Nord-est);Pineda de Mar;Pineda de Mar;Litoral Nord-est;88.2
Polinyà;Agrupación Censal;Polinyà;Polinyà;Polinyà;Polinyà;104.6
Prat de Llobregat 1 (Nucli Antic Oest), el;Agrupación Censal;Prat de Llobregat 1 (Nucli Antic Oest), el;Prat de Llobregat;Prat de Llobregat;Nucli Antic Oest;96.6
Prat de Llobregat 2 (Nucli Antic Est), el;Agrupación Censal;Prat de Llobregat 2 (Nucli Antic Est), el;Prat de Llobregat;Prat de Llobregat;Nucli Antic Est;104.5
Prat de Llobregat 3 (Eixample Est - Barceloneta - les Palmeres), el;Agrupación Censal;Prat de Llobregat 3 (Eixample Est - Barceloneta - les Palmeres), el;Prat de Llobregat;Prat de Llobregat;Eixample Est - Barceloneta - les Palmeres;109.1
Prat de Llobregat 4 (Eixample Nord), el;Agrupación Censal;Prat de Llobregat 4 (Eixample Nord), el;Prat de Llobregat;Prat de Llobregat;Eixample Nord;100.8
Prat de Llobregat 5 (Eixample Sud), el;Agrupación Censal;Prat de Llobregat 5 (Eixample Sud), el;Prat de Llobregat;Prat de Llobregat;Eixample Sud;100.3
Prat de Llobregat 6 (Eixample Oest), el;Agrupación Censal;Prat de Llobregat 6 (Eixample Oest), el;Prat de Llobregat;Prat de Llobregat;Eixample Oest;98.0
Prat de Llobregat 7 (Sant Jordi - Ribera Baixa - Mas Mateu), el;Agrupación Censal;Prat de Llobregat 7 (Sant Jordi - Ribera Baixa - Mas Mateu), el;Prat de Llobregat;Prat de Llobregat;Sant Jordi - Ribera Baixa - Mas Mateu;105.3
Prat de Llobregat 8 (Sant Cosme - la Granja), el;Agrupación Censal;Prat de Llobregat 8 (Sant Cosme - la Granja), el;Prat de Llobregat;Prat de Llobregat;Sant Cosme - la Granja;73.7
Premià de Mar 1 (Est);Agrupación Censal;Premià de Mar 1 (Est);Premià de Mar;Premià de Mar;Est;115.0
Premià de Mar 2 (Interior Central);Agrupación Censal;Premià de Mar 2 (Interior Central);Premià de Mar;Premià de Mar;Interior Central;87.0
Premià de Mar 3 (Oest);Agrupación Censal;Premià de Mar 3 (Oest);Premià de Mar;Premià de Mar;Oest;111.1
Ripollet 1 (Centre - Maragall);Agrupación Censal;Ripollet 1 (Centre - Maragall);Ripollet;Ripollet;Centre - Maragall;89.0
Ripollet 2 (Can Clos - els Pinetons);Agrupación Censal;Ripollet 2 (Can Clos - els Pinetons);Ripollet;Ripollet;Can Clos - els Pinetons;105.8
Ripollet 3 (Sant Andreu - Can Vargas);Agrupación Censal;Ripollet 3 (Sant Andreu - Can Vargas);Ripollet;Ripollet;Sant Andreu - Can Vargas;99.7
Ripollet 4 (Can Mas);Agrupación Censal;Ripollet 4 (Can Mas);Ripollet;Ripollet;Can Mas;82.5
Ripollet 5 (Can Tiana-Pont Vell);Agrupación Censal;Ripollet 5 (Can Tiana-Pont Vell);Ripollet;Ripollet;Can Tiana-Pont Vell;88.9
Ripollet 6 (Sant Lluís);Agrupación Censal;Ripollet 6 (Sant Lluís);Ripollet;Ripollet;Sant Lluís;111.1
Roca del Vallès, la;Agrupación Censal;Roca del Vallès, la;Roca del Vallès;La Roca del Vallès;La Roca del Vallès;112.8
Rubí 1 (Districte 1 Nord-oest);Agrupación Censal;Rubí 1 (Districte 1 Nord-oest);Rubí;Rubí;Districte 1 Nord-oest;108.9
Rubí 2 (Districte 2 Sud-oest);Agrupación Censal;Rubí 2 (Districte 2 Sud-oest);Rubí;Rubí;Districte 2 Sud-oest;103.5
Rubí 3 (Districte 3 Sud);Agrupación Censal;Rubí 3 (Districte 3 Sud);Rubí;Rubí;Districte 3 Sud;91.0
Rubí 4 (Districte 4 Centre);Agrupación Censal;Rubí 4 (Districte 4 Centre);Rubí;Rubí;Districte 4 Centre;94.9
Rubí 5 (Districte 5 Nord Central);Agrupación Censal;Rubí 5 (Districte 5 Nord Central);Rubí;Rubí;Districte 5 Nord Central;95.5
Rubí 6 (Districte 6 Est);Agrupación Censal;Rubí 6 (Districte 6 Est);Rubí;Rubí;Districte 6 Est;94.8
Rubí 7 (Districte 5 Nord-est);Agrupación Censal;Rubí 7 (Districte 5 Nord-est);Rubí;Rubí;Districte 5 Nord-est;98.8
Sabadell 1 (Centre, Ajuntament-Maristes);Agrupación Censal;Sabadell 1 (Centre, Ajuntament-Maristes);Sabadell;Sabadell;Centre, Ajuntament-Maristes;120.8
Sabadell 2 (Centre, Escola Pia-Hostafrancs);Agrupación Censal;Sabadell 2 (Centre, Escola Pia-Hostafrancs);Sabadell;Sabadell;Centre, Escola Pia-Hostafrancs;120.1
Sabadell 3 (Centre, Museu d'Art-Imperial);Agrupación Censal;Sabadell 3 (Centre, Museu d'Art-Imperial);Sabadell;Sabadell;Centre, Museu d'Art-Imperial;123.0
Sabadell 4 (Covadonga);Agrupación Censal;Sabadell 4 (Covadonga);Sabadell;Sabadell;Covadonga;109.7
Sabadell 5 (Avinguda - Eixample);Agrupación Censal;Sabadell 5 (Avinguda - Eixample);Sabadell;Sabadell;Avinguda - Eixample;107.7
Sabadell 6 (Sol i Padrís - Nostra Llar);Agrupación Censal;Sabadell 6 (Sol i Padrís - Nostra Llar);Sabadell;Sabadell;Sol i Padrís - Nostra Llar;101.4
Sabadell 7 (Can Puiggener);Agrupación Censal;Sabadell 7 (Can Puiggener);Sabadell;Sabadell;Can Puiggener;61.8
Sabadell 8 (la Creu Alta Oest - Eix Macià);Agrupación Censal;Sabadell 8 (la Creu Alta Oest - Eix Macià);Sabadell;Sabadell;la Creu Alta Oest - Eix Macià;109.7
Sabadell 9 (la Creu Alta Est - Taulí);Agrupación Censal;Sabadell 9 (la Creu Alta Est - Taulí);Sabadell;Sabadell;la Creu Alta Est - Taulí;109.8
Sabadell 10 (Ca n'Oriac - Torreguitart - Torrent del Capellà);Agrupación Censal;Sabadell 10 (Ca n'Oriac - Torreguitart - Torrent del Capellà);Sabadell;Sabadell;Ca n'Oriac - Torreguitart - Torrent del Capellà;83.8
Sabadell 11 (Can Deu - la Plana del Pintor);Agrupación Censal;Sabadell 11 (Can Deu - la Plana del Pintor);Sabadell;Sabadell;Can Deu - la Plana del Pintor;83.7
Sabadell 12 (la Roureda - Sant Julià);Agrupación Censal;Sabadell 12 (la Roureda - Sant Julià);Sabadell;Sabadell;la Roureda - Sant Julià;92.3
Sabadell 13 (Can Llong - Castellarnau);Agrupación Censal;Sabadell 13 (Can Llong - Castellarnau);Sabadell;Sabadell;Can Llong - Castellarnau;116.4
Sabadell 14 (Can Rull Nord - Via Alexandra);Agrupación Censal;Sabadell 14 (Can Rull Nord - Via Alexandra);Sabadell;Sabadell;Can Rull Nord - Via Alexandra;89.6
Sabadell 15 (Can Rull Sud - Cifuentes);Agrupación Censal;Sabadell 15 (Can Rull Sud - Cifuentes);Sabadell;Sabadell;Can Rull Sud - Cifuentes;87.2
Sabadell 16 (la Concòrdia);Agrupación Censal;Sabadell 16 (la Concòrdia);Sabadell;Sabadell;la Concòrdia;97.0
Sabadell 17 (Can Feu - els Merinals - la Serra d'en Camaró);Agrupación Censal;Sabadell 17 (Can Feu - els Merinals - la Serra d'en Camaró);Sabadell;Sabadell;Can Feu - els Merinals - la Serra d'en Camaró;92.9
Sabadell 18 (Gràcia);Agrupación Censal;Sabadell 18 (Gràcia);Sabadell;Sabadell;Gràcia;111.2
Sabadell 19 (la Creu de Barberà Oest);Agrupación Censal;Sabadell 19 (la Creu de Barberà Oest);Sabadell;Sabadell;la Creu de Barberà Oest;84.7
Sabadell 20 (la Creu de Barberà Est - les Termes);Agrupación Censal;Sabadell 20 (la Creu de Barberà Est - les Termes);Sabadell;Sabadell;la Creu de Barberà Est - les Termes;82.6
Sabadell 21 (Campoamor - Espronceda);Agrupación Censal;Sabadell 21 (Campoamor - Espronceda);Sabadell;Sabadell;Campoamor - Espronceda;72.4
Sabadell 22 (Torre-romeu - Can Roqueta - el Poblenou);Agrupación Censal;Sabadell 22 (Torre-romeu - Can Roqueta - el Poblenou);Sabadell;Sabadell;Torre-romeu - Can Roqueta - el Poblenou;74.7
Sant Adrià de Besòs 1 (Sant Adrià Nord - sector Església-Ajuntament);Agrupación Censal;Sant Adrià de Besòs 1 (Sant Adrià Nord - sector Església-Ajuntament);Sant Adrià de Besòs;Sant Adrià de Besòs;Sant Adrià Nord - sector Església-Ajuntament;99.6
Sant Adrià de Besòs 2 (Sant Adrià Nord - sector els Encants);Agrupación Censal;Sant Adrià de Besòs 2 (Sant Adrià Nord - sector els Encants);Sant Adrià de Besòs;Sant Adrià de Besòs;Sant Adrià Nord - sector els Encants;96.5
Sant Adrià de Besòs 3 (Sant Joan Baptista - la Marina del Besòs);Agrupación Censal;Sant Adrià de Besòs 3 (Sant Joan Baptista - la Marina del Besòs);Sant Adrià de Besòs;Sant Adrià de Besòs;Sant Joan Baptista - la Marina del Besòs;96.9
Sant Adrià de Besòs 4 (la Mina - la Catalana);Agrupación Censal;Sant Adrià de Besòs 4 (la Mina - la Catalana);Sant Adrià de Besòs;Sant Adrià de Besòs;la Mina - la Catalana;72.3
Sant Adrià de Besòs 5 (el Besòs - Via Trajana-Montsolís);Agrupación Censal;Sant Adrià de Besòs 5 (el Besòs - Via Trajana-Montsolís);Sant Adrià de Besòs;Sant Adrià de Besòs;el Besòs - Via Trajana-Montsolís;85.0
Sant Andreu de la Barca 1 (Centre);Agrupación Censal;Sant Andreu de la Barca 1 (Centre);Sant Andreu de la Barca;Sant Andreu de la Barca;Centre;93.6
Sant Andreu de la Barca 2 (la Solana);Agrupación Censal;Sant Andreu de la Barca 2 (la Solana);Sant Andreu de la Barca;Sant Andreu de la Barca;la Solana;97.4
Sant Andreu de la Barca 3 (Estació - Raval de Corbera - la Creu de Susalba);Agrupación Censal;Sant Andreu de la Barca 3 (Estació - Raval de Corbera - la Creu de Susalba);Sant Andreu de la Barca;Sant Andreu de la Barca;Estació - Raval de Corbera - la Creu de Susalba;99.5
Sant Andreu de la Barca 4 (el Palau);Agrupación Censal;Sant Andreu de la Barca 4 (el Palau);Sant Andreu de la Barca;Sant Andreu de la Barca;el Palau;110.9
Sant Andreu de Llavaneres;Agrupación Censal;Sant Andreu de Llavaneres;Sant Andreu de Llavaneres;Sant Andreu de Llavaneres;Sant Andreu de Llavaneres;113.4
Sant Boi de Llobregat 1 (Centre);Agrupación Censal;Sant Boi de Llobregat 1 (Centre);Sant Boi de Llobregat;Sant Boi de Llobregat;Centre;101.2
Sant Boi de Llobregat 2 (Nucli Antic);Agrupación Censal;Sant Boi de Llobregat 2 (Nucli Antic);Sant Boi de Llobregat;Sant Boi de Llobregat;Nucli Antic;105.3
Sant Boi de Llobregat 3 (Vinyets Sud - Molí Vell - les Salines);Agrupación Censal;Sant Boi de Llobregat 3 (Vinyets Sud - Molí Vell - les Salines);Sant Boi de Llobregat;Sant Boi de Llobregat;Vinyets Sud - Molí Vell - les Salines;100.2
Sant Boi de Llobregat 4 (Vinyets Nord);Agrupación Censal;Sant Boi de Llobregat 4 (Vinyets Nord);Sant Boi de Llobregat;Sant Boi de Llobregat;Vinyets Nord;101.4
Sant Boi de Llobregat 5 (Casablanca);Agrupación Censal;Sant Boi de Llobregat 5 (Casablanca);Sant Boi de Llobregat;Sant Boi de Llobregat;Casablanca;91.8
Sant Boi de Llobregat 6 (Camps Blancs);Agrupación Censal;Sant Boi de Llobregat 6 (Camps Blancs);Sant Boi de Llobregat;Sant Boi de Llobregat;Camps Blancs;86.9
Sant Boi de Llobregat 7 (Marianao - Parc - Can Carreras - Benviure);Agrupación Censal;Sant Boi de Llobregat 7 (Marianao - Parc - Can Carreras - Benviure);Sant Boi de Llobregat;Sant Boi de Llobregat;Marianao - Parc - Can Carreras - Benviure;112.7
Sant Boi de Llobregat 8 (Marianao - Centre);Agrupación Censal;Sant Boi de Llobregat 8 (Marianao - Centre);Sant Boi de Llobregat;Sant Boi de Llobregat;Marianao - Centre;99.6
Sant Boi de Llobregat 9 (Marianao - Salesians);Agrupación Censal;Sant Boi de Llobregat 9 (Marianao - Salesians);Sant Boi de Llobregat;Sant Boi de Llobregat;Marianao - Salesians;96.9
Sant Boi de Llobregat 10 (Marianao - l'Hospital);Agrupación Censal;Sant Boi de Llobregat 10 (Marianao - l'Hospital);Sant Boi de Llobregat;Sant Boi de Llobregat;Marianao - l'Hospital;107.8
Sant Boi de Llobregat 11 (Ciutat Cooperativa);Agrupación Censal;Sant Boi de Llobregat 11 (Ciutat Cooperativa);Sant Boi de Llobregat;Sant Boi de Llobregat;Ciutat Cooperativa;91.6
Sant Celoni 1 (Nucli Urbà Nord - Exterior);Agrupación Censal;Sant Celoni 1 (Nucli Urbà Nord - Exterior);Sant Celoni;Sant Celoni;Nucli Urbà Nord - Exterior;103.1
Sant Celoni 2 (Nucli Urbà Sud);Agrupación Censal;Sant Celoni 2 (Nucli Urbà Sud);Sant Celoni;Sant Celoni;Nucli Urbà Sud;93.8
Sant Cugat del Vallès 1 (Nucli Antic);Agrupación Censal;Sant Cugat del Vallès 1 (Nucli Antic);Sant Cugat del Vallès;Sant Cugat del Vallès;Nucli Antic;112.1
Sant Cugat del Vallès 2 (Torreblanca - Torrenegra - Sol i Aire - Sant Medir);Agrupación Censal;Sant Cugat del Vallès 2 (Torreblanca - Torrenegra - Sol i Aire - Sant Medir);Sant Cugat del Vallès;Sant Cugat del Vallès;Torreblanca - Torrenegra - Sol i Aire - Sant Medir;129.0
Sant Cugat del Vallès 3 (Vila del Prat - Eixample Sud - Can Trabal);Agrupación Censal;Sant Cugat del Vallès 3 (Vila del Prat - Eixample Sud - Can Trabal);Sant Cugat del Vallès;Sant Cugat del Vallès;Vila del Prat - Eixample Sud - Can Trabal;117.2
Sant Cugat del Vallès 4 (la Floresta - les Planes - Collserola - Can Burrull - Can Cortès);Agrupación Censal;Sant Cugat del Vallès 4 (la Floresta - les Planes - Collserola - Can Burrull - Can Cortès);Sant Cugat del Vallès;Sant Cugat del Vallès;la Floresta - les Planes - Collserola - Can Burrull - Can Cortès;113.9
Sant Cugat del Vallès 5 (Valldoreix - Colònia Montserrat - Can Galopa);Agrupación Censal;Sant Cugat del Vallès 5 (Valldoreix - Colònia Montserrat - Can Galopa);Sant Cugat del Vallès;Sant Cugat del Vallès;Valldoreix - Colònia Montserrat - Can Galopa;128.5
Sant Cugat del Vallès 6 (Mirasol - Mas Gener - Can Cabassa - Can Fontanals - les Casetes de Can Ravella);Agrupación Censal;Sant Cugat del Vallès 6 (Mirasol - Mas Gener - Can Cabassa - Can Fontanals - les Casetes de Can Ravella);Sant Cugat del Vallès;Sant Cugat del Vallès;Mirasol - Mas Gener - Can Cabassa - Can Fontanals - les Casetes de Can Ravella;127.2
Sant Cugat del Vallès 7 (Turó de Can Mates - Bell Indret - Colònia Oller - Can Gatxet);Agrupación Censal;Sant Cugat del Vallès 7 (Turó de Can Mates - Bell Indret - Colònia Oller - Can Gatxet);Sant Cugat del Vallès;Sant Cugat del Vallès;Turó de Can Mates - Bell Indret - Colònia Oller - Can Gatxet;130.6
Sant Cugat del Vallès 8 (Parc Central - el Colomer - Pla de la Pagesa - Can Majó);Agrupación Censal;Sant Cugat del Vallès 8 (Parc Central - el Colomer - Pla de la Pagesa - Can Majó);Sant Cugat del Vallès;Sant Cugat del Vallès;Parc Central - el Colomer - Pla de la Pagesa - Can Majó;133.3
Sant Cugat del Vallès 9 (Can Sant Joan - Sant Mamet - Vullpalleres - Can Barata - Sector Nord - Can Graells);Agrupación Censal;Sant Cugat del Vallès 9 (Can Sant Joan - Sant Mamet - Vullpalleres - Can Barata - Sector Nord - Can Graells);Sant Cugat del Vallès;Sant Cugat del Vallès;Can Sant Joan - Sant Mamet - Vullpalleres - Can Barata - Sector Nord - Can Graells;126.9
Sant Cugat del Vallès 10 (Roquetes - Coll Favà - Sant Domènec);Agrupación Censal;Sant Cugat del Vallès 10 (Roquetes - Coll Favà - Sant Domènec);Sant Cugat del Vallès;Sant Cugat del Vallès;Roquetes - Coll Favà - Sant Domènec;128.4
Sant Cugat del Vallès 11 (Sant Francesc - Can Magí el Coll);Agrupación Censal;Sant Cugat del Vallès 11 (Sant Francesc - Can Magí el Coll);Sant Cugat del Vallès;Sant Cugat del Vallès;Sant Francesc - Can Magí el Coll;107.5
Sant Feliu de Llobregat 1 (Can Nadal - Can Maginàs);Agrupación Censal;Sant Feliu de Llobregat 1 (Can Nadal - Can Maginàs);Sant Feliu de Llobregat;Sant Feliu de Llobregat;Can Nadal - Can Maginàs;115.6
Sant Feliu de Llobregat 2 (la Salut);Agrupación Censal;Sant Feliu de Llobregat 2 (la Salut);Sant Feliu de Llobregat;Sant Feliu de Llobregat;la Salut;91.3
Sant Feliu de Llobregat 3 (Can Calders);Agrupación Censal;Sant Feliu de Llobregat 3 (Can Calders);Sant Feliu de Llobregat;Sant Feliu de Llobregat;Can Calders;96.8
Sant Feliu de Llobregat 4 (Mas Lluhí);Agrupación Censal;Sant Feliu de Llobregat 4 (Mas Lluhí);Sant Feliu de Llobregat;Sant Feliu de Llobregat;Mas Lluhí;122.7
Sant Feliu de Llobregat 5 (Roses - Castellbell);Agrupación Censal;Sant Feliu de Llobregat 5 (Roses - Castellbell);Sant Feliu de Llobregat;Sant Feliu de Llobregat;Roses - Castellbell;108.2
Sant Feliu de Llobregat 6 (Can Falguera - el Pla - Palau - Bon Salvador);Agrupación Censal;Sant Feliu de Llobregat 6 (Can Falguera - el Pla - Palau - Bon Salvador);Sant Feliu de Llobregat;Sant Feliu de Llobregat;Can Falguera - el Pla - Palau - Bon Salvador;110.0
Sant Feliu de Llobregat 7 (Can Falguera - Parc del Llobregat - Eixample - l'Armentera);Agrupación Censal;Sant Feliu de Llobregat 7 (Can Falguera - Parc del Llobregat - Eixample - l'Armentera);Sant Feliu de Llobregat;Sant Feliu de Llobregat;Can Falguera - Parc del Llobregat - Eixample - l'Armentera;109.7
Vilassar de Dalt;Agrupación Censal;Vilassar de Dalt;Vilassar de Dalt;Vilassar de Dalt;Vilassar de Dalt;111.7
Sant Joan Despí 1 (Nucli Antic - Centre);Agrupación Censal;Sant Joan Despí 1 (Nucli Antic - Centre);Sant Joan Despí;Sant Joan Despí;Nucli Antic - Centre;110.2
Sant Joan Despí 2 (Nucli Antic - Bon Viatge);Agrupación Censal;Sant Joan Despí 2 (Nucli Antic - Bon Viatge);Sant Joan Despí;Sant Joan Despí;Nucli Antic - Bon Viatge;113.8
Sant Joan Despí 3 (Nucli Antic - Eixample);Agrupación Censal;Sant Joan Despí 3 (Nucli Antic - Eixample);Sant Joan Despí;Sant Joan Despí;Nucli Antic - Eixample;126.2
Sant Joan Despí 4 (Pla del Vent - Sant Joan - les Mossotes);Agrupación Censal;Sant Joan Despí 4 (Pla del Vent - Sant Joan - les Mossotes);Sant Joan Despí;Sant Joan Despí;Pla del Vent - Sant Joan - les Mossotes;119.7
Sant Joan Despí 5 (les Planes);Agrupación Censal;Sant Joan Despí 5 (les Planes);Sant Joan Despí;Sant Joan Despí;les Planes;89.4
Sant Joan de Vilatorrada;Agrupación Censal;Sant Joan de Vilatorrada;Sant Joan de Vilatorrada;Sant Joan de Vilatorrada;Sant Joan de Vilatorrada;99.1
Vilassar de Mar 1 (Litoral i Est);Agrupación Censal;Vilassar de Mar 1 (Litoral i Est);Vilassar de Mar;Vilassar de Mar;Litoral i Est;118.8
Vilassar de Mar 2 (Interior i Nord);Agrupación Censal;Vilassar de Mar 2 (Interior i Nord);Vilassar de Mar;Vilassar de Mar;Interior i Nord;114.2
Sant Just Desvern 1 (Centre - Bellsoleig - la Plana - la Miranda);Agrupación Censal;Sant Just Desvern 1 (Centre - Bellsoleig - la Plana - la Miranda);Sant Just Desvern;Sant Just Desvern;Centre - Bellsoleig - la Plana - la Miranda;126.9
